tipovivienda,calidadservicios,sexo,edad,alfabetismo,actividad,nombredepto,nombreprov,hogarid
1,3,2,61,1,1,Realicó                                           ,La Pampa                                          ,8584228
1,3,1,33,1,1,Toay                                              ,La Pampa                                          ,8588338
1,3,2,32,1,1,Toay                                              ,La Pampa                                          ,8588338
1,3,1,10,1,0,Toay                                              ,La Pampa                                          ,8588338
1,3,2,6,1,0,Toay                                              ,La Pampa                                          ,8588338
1,3,1,4,2,0,Toay                                              ,La Pampa                                          ,8588338
1,1,2,38,1,1,Capital                                           ,La Rioja                                          ,8605411
1,1,2,18,1,3,Capital                                           ,La Rioja                                          ,8605411
1,3,1,66,1,3,General Belgrano                                  ,La Rioja                                          ,8674395
1,3,2,61,1,3,General Belgrano                                  ,La Rioja                                          ,8674395
1,3,2,35,1,1,General Belgrano                                  ,La Rioja                                          ,8674395
1,3,2,13,1,0,General Belgrano                                  ,La Rioja                                          ,8674395
1,3,2,15,1,3,General Belgrano                                  ,La Rioja                                          ,8674395
1,1,2,45,1,1,Godoy Cruz                                        ,Mendoza                                           ,8795503
1,1,1,25,2,1,Godoy Cruz                                        ,Mendoza                                           ,8795503
1,1,2,24,1,3,Godoy Cruz                                        ,Mendoza                                           ,8795503
1,1,1,21,1,2,Godoy Cruz                                        ,Mendoza                                           ,8795503
1,3,2,66,1,1,Las Heras                                         ,Mendoza                                           ,8903713
1,1,2,65,1,3,Rivadavia                                         ,Mendoza                                           ,9047610
1,3,1,56,1,1,San Rafael                                        ,Mendoza                                           ,9113037
1,3,1,23,1,1,San Rafael                                        ,Mendoza                                           ,9113037
1,3,2,32,1,1,San Rafael                                        ,Mendoza                                           ,9113037
1,3,1,37,1,1,San Rafael                                        ,Mendoza                                           ,9113037
1,3,1,1,0,0,San Rafael                                        ,Mendoza                                           ,9113037
1,2,2,65,1,3,San Rafael                                        ,Mendoza                                           ,9117842
1,1,1,51,1,1,San Rafael                                        ,Mendoza                                           ,9136069
1,1,2,42,1,1,San Rafael                                        ,Mendoza                                           ,9136069
1,1,1,17,1,3,San Rafael                                        ,Mendoza                                           ,9136069
1,1,1,14,1,3,San Rafael                                        ,Mendoza                                           ,9136069
4,1,1,35,1,1,San Rafael                                        ,Mendoza                                           ,9138312
4,1,2,32,1,1,San Rafael                                        ,Mendoza                                           ,9138312
4,1,2,13,1,0,San Rafael                                        ,Mendoza                                           ,9138312
4,1,1,7,1,0,San Rafael                                        ,Mendoza                                           ,9138312
4,1,2,5,2,0,San Rafael                                        ,Mendoza                                           ,9138312
4,1,1,3,2,0,San Rafael                                        ,Mendoza                                           ,9138312
1,1,2,66,1,3,San Rafael                                        ,Mendoza                                           ,9147236
1,1,1,30,1,1,San Rafael                                        ,Mendoza                                           ,9147236
1,3,1,52,2,1,El Dorado                                         ,Misiones                                          ,9317368
1,3,2,40,2,3,El Dorado                                         ,Misiones                                          ,9317368
1,3,2,17,1,3,El Dorado                                         ,Misiones                                          ,9317368
1,3,1,15,1,3,El Dorado                                         ,Misiones                                          ,9317368
1,3,2,13,1,0,El Dorado                                         ,Misiones                                          ,9317368
1,3,2,11,1,0,El Dorado                                         ,Misiones                                          ,9317368
1,3,2,6,1,0,El Dorado                                         ,Misiones                                          ,9317368
1,3,1,6,1,0,El Dorado                                         ,Misiones                                          ,9317368
1,3,1,35,1,1,General Manuel Belgrano                           ,Misiones                                          ,9340650
1,3,2,28,1,3,General Manuel Belgrano                           ,Misiones                                          ,9340650
1,3,2,7,1,0,General Manuel Belgrano                           ,Misiones                                          ,9340650
1,3,2,5,1,0,General Manuel Belgrano                           ,Misiones                                          ,9340650
1,2,1,30,1,1,Libertador General San Martín                     ,Misiones                                          ,9405644
1,2,2,28,1,3,Libertador General San Martín                     ,Misiones                                          ,9405644
1,2,2,3,2,0,Libertador General San Martín                     ,Misiones                                          ,9405644
1,1,2,61,1,3,Confluencia                                       ,Neuquén                                           ,9504719
1,1,1,63,1,1,Confluencia                                       ,Neuquén                                           ,9504719
1,1,1,59,1,3,Confluencia                                       ,Neuquén                                           ,9588735
1,1,2,30,1,1,Confluencia                                       ,Neuquén                                           ,9588735
1,1,1,3,2,0,Confluencia                                       ,Neuquén                                           ,9588735
1,1,1,57,1,3,Confluencia                                       ,Neuquén                                           ,9591576
1,1,2,50,1,1,Confluencia                                       ,Neuquén                                           ,9591576
1,1,1,31,1,1,Confluencia                                       ,Neuquén                                           ,9591576
1,1,1,28,1,1,Confluencia                                       ,Neuquén                                           ,9591576
1,1,1,9,1,0,Confluencia                                       ,Neuquén                                           ,9591576
3,2,2,35,1,1,Pehuenches                                        ,Neuquén                                           ,9639950
3,2,2,15,1,3,Pehuenches                                        ,Neuquén                                           ,9639950
3,2,1,12,1,0,Pehuenches                                        ,Neuquén                                           ,9639950
3,2,2,4,2,0,Pehuenches                                        ,Neuquén                                           ,9639950
3,2,1,2,0,0,Pehuenches                                        ,Neuquén                                           ,9639950
1,1,1,39,1,1,Pehuenches                                        ,Neuquén                                           ,9642128
1,1,2,33,1,1,Pehuenches                                        ,Neuquén                                           ,9642128
1,1,1,79,1,3,General Roca                                      ,Río negro                                         ,9797228
1,1,2,36,1,1,Capital                                           ,Salta                                             ,9915929
1,1,1,37,1,1,Capital                                           ,Salta                                             ,9915929
1,1,1,6,2,0,Capital                                           ,Salta                                             ,9915929
4,1,1,25,1,1,Capital                                           ,Salta                                             ,9925739
4,1,2,23,1,1,Capital                                           ,Salta                                             ,9925739
4,1,2,49,1,1,Capital                                           ,Salta                                             ,9926066
1,3,1,19,1,1,San Carlos                                        ,Salta                                             ,10154796
1,3,2,20,1,3,San Carlos                                        ,Salta                                             ,10154796
1,3,2,2,0,0,San Carlos                                        ,Salta                                             ,10154796
1,3,1,0,0,0,San Carlos                                        ,Salta                                             ,10154796
1,3,2,78,1,3,Capital                                           ,San Juan                                          ,10194121
1,2,2,84,1,1,La Capital                                        ,San Luis                                          ,10436786
1,2,2,57,1,1,La Capital                                        ,San Luis                                          ,10436786
1,3,1,56,1,1,Libertador General San Martín                     ,San Luis                                          ,10462511
4,1,1,28,1,1,Güer Aike                                         ,Santa Cruz                                        ,10509163
4,1,2,26,1,1,Güer Aike                                         ,Santa Cruz                                        ,10509163
0,0,1,76,1,0,Lago Buenos Aires                                 ,Santa Cruz                                        ,10540427
0,0,2,69,1,0,Lago Buenos Aires                                 ,Santa Cruz                                        ,10540427
0,0,2,26,1,0,Lago Buenos Aires                                 ,Santa Cruz                                        ,10540427
1,1,2,39,1,1,Río Chico                                         ,Santa Cruz                                        ,10545208
1,3,1,35,1,1,Caseros                                           ,Santa Fe                                          ,10582198
1,3,2,34,1,1,Caseros                                           ,Santa Fe                                          ,10582198
1,3,2,15,1,3,Caseros                                           ,Santa Fe                                          ,10582198
1,3,1,13,1,0,Caseros                                           ,Santa Fe                                          ,10582198
1,3,1,12,1,0,Caseros                                           ,Santa Fe                                          ,10582198
1,3,2,4,2,0,Caseros                                           ,Santa Fe                                          ,10582198
1,1,1,71,1,3,Castellanos                                       ,Santa Fe                                          ,10622656
1,1,2,49,1,3,Castellanos                                       ,Santa Fe                                          ,10622656
1,1,1,58,2,2,General López                                     ,Santa Fe                                          ,10706672
1,1,2,57,1,1,General López                                     ,Santa Fe                                          ,10706672
1,1,1,23,1,1,General López                                     ,Santa Fe                                          ,10706672
1,1,2,35,1,1,General Obligado                                  ,Santa Fe                                          ,10766495
1,1,2,11,1,0,General Obligado                                  ,Santa Fe                                          ,10766495
1,1,1,4,1,0,General Obligado                                  ,Santa Fe                                          ,10766495
1,2,1,53,1,1,La Capital                                        ,Santa Fe                                          ,10936813
1,2,2,48,1,1,La Capital                                        ,Santa Fe                                          ,10936813
1,2,1,22,1,1,La Capital                                        ,Santa Fe                                          ,10936813
1,2,1,12,1,0,La Capital                                        ,Santa Fe                                          ,10936813
1,3,1,40,1,1,La Capital                                        ,Santa Fe                                          ,10975943
1,3,2,41,1,1,La Capital                                        ,Santa Fe                                          ,10975943
1,3,1,4,2,0,La Capital                                        ,Santa Fe                                          ,10975943
1,1,1,75,1,3,Rosario                                           ,Santa Fe                                          ,11039159
1,3,2,60,1,1,Rosario                                           ,Santa Fe                                          ,11276893
1,3,2,25,1,3,Rosario                                           ,Santa Fe                                          ,11276893
1,2,1,50,1,1,Rosario                                           ,Santa Fe                                          ,11306719
1,2,2,47,1,3,Rosario                                           ,Santa Fe                                          ,11306719
1,2,2,18,1,3,Rosario                                           ,Santa Fe                                          ,11306719
1,2,1,13,1,0,Rosario                                           ,Santa Fe                                          ,11306719
1,3,1,40,1,1,Rosario                                           ,Santa Fe                                          ,11340181
1,3,2,39,1,1,Rosario                                           ,Santa Fe                                          ,11340181
1,3,1,9,1,0,Rosario                                           ,Santa Fe                                          ,11340181
1,3,2,7,1,0,Rosario                                           ,Santa Fe                                          ,11340181
1,1,1,33,1,1,Rosario                                           ,Santa Fe                                          ,11353568
1,1,2,33,1,3,Rosario                                           ,Santa Fe                                          ,11353568
1,1,2,10,1,0,Rosario                                           ,Santa Fe                                          ,11353568
1,1,1,8,1,0,Rosario                                           ,Santa Fe                                          ,11353568
4,1,1,44,1,1,Rosario                                           ,Santa Fe                                          ,11373086
1,1,1,50,1,1,San Martín                                        ,Santa Fe                                          ,11538775
1,1,2,46,1,1,San Martín                                        ,Santa Fe                                          ,11538775
1,1,1,27,1,1,San Martín                                        ,Santa Fe                                          ,11538775
1,2,2,74,1,3,Banda                                             ,Santiago del Estero                               ,11587756
1,2,2,44,1,1,Banda                                             ,Santiago del Estero                               ,11587756
1,2,1,7,1,0,Banda                                             ,Santiago del Estero                               ,11587756
1,3,2,30,1,1,Quebrachos                                        ,Santiago del Estero                               ,11753724
1,3,1,36,1,1,Quebrachos                                        ,Santiago del Estero                               ,11753724
1,3,1,10,1,0,Quebrachos                                        ,Santiago del Estero                               ,11753724
1,3,2,7,1,0,Quebrachos                                        ,Santiago del Estero                               ,11753724
1,3,2,7,1,0,Quebrachos                                        ,Santiago del Estero                               ,11753724
1,2,2,66,1,3,Cruz Alta                                         ,Tucumán                                           ,11804633
1,2,1,58,1,1,Cruz Alta                                         ,Tucumán                                           ,11804633
1,2,1,15,1,3,Cruz Alta                                         ,Tucumán                                           ,11804633
1,3,1,59,1,3,Chicligasta                                       ,Tucumán                                           ,11841668
1,3,2,67,1,3,Chicligasta                                       ,Tucumán                                           ,11841668
1,3,1,43,1,1,Río Chico                                         ,Tucumán                                           ,11939879
1,3,2,33,1,3,Río Chico                                         ,Tucumán                                           ,11939879
1,3,2,18,1,3,Río Chico                                         ,Tucumán                                           ,11939879
1,3,2,16,1,3,Río Chico                                         ,Tucumán                                           ,11939879
1,3,1,15,1,3,Río Chico                                         ,Tucumán                                           ,11939879
1,3,1,12,1,0,Río Chico                                         ,Tucumán                                           ,11939879
